aline1,aline2,aline3,aline4,post_code,asset_type
1-35 Wensleydale House  Woodberry Down Estate,Hackney,London,"",N4 1QL,LowRiseBlock
97 Middleton Road,Hackney,London,"",E8 4LN,WalkUpBlock
1-17 Geffrye Court  Geffrye Estate,Hackney,London,"",N1 6RX,LowRiseBlock
Pedro Street (6-58 Even) DELETE? Pedro Street,Hackney,LONDON,"",E5 0BQ,Block
Flat A-Flat H 12 Silkmills Square,Hackney,London,"",E9 5NX,WalkUpBlock
7-15 Walton Close,Millfields Estate,Hackney,LONDON,E5 0BZ,WalkUpBlock
86 Lansdowne Drive,Hackney,London,"",E8 3ER,WalkUpBlock
34 Benn Street,Hackney,London,"",E9 5SU,Block
50-109 Bletchley Court  Wenlock Street,Hackney,London,"",N1 7NY,HighRiseBlock
1-10 Evelyn Court  Evelyn Walk,Hackney,London,"",N1 7PJ,WalkUpBlock
19-30 Eastway,Hackney,London,"",E9 5JB,WalkUpBlock
Hayling Close (17-20) DELETE? Hayling Close,Hackney,London,"",N16 8UR,WalkUpBlock
FLAT 12 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
Lushington Terrace (6-15) DELETE? Lushington Terrace,Hackney,London,"",E8 2HR,Block
81-96 Queensbridge Court  Queensbridge Road,Hackney,LONDON,"",E2 8PA,LowRiseBlock
1-22 Bramfield Court 50 Queens Drive,Hackney,London,"",N4 2XH,HighRiseBlock
1-7 ODD Penshurst Road,Hackney,London,"",E9 7DX,WalkUpBlock
Hayton Close (1-3) DELETE? Hayton Close,Hackney,London,"",E8 3TG,WalkUpBlock
14-19 Welford Close,Hackney,LONDON,"",E5 0DL,WalkUpBlock
31-58 Glendown House  Amhurst Road,Hackney,London,"",E8 2AR,LowRiseBlock
1-12 Burns House  Shakespeare Walk,Hackney,London,"",N16 8TX,WalkUpBlock
FLAT 17 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
82 Greenwood Road,Hackney,London,"",E8 1NE,WalkUpBlock
92 Nevill Road,Hackney,London,"",N16 0SX,WalkUpBlock
33-39 ODD Forest Grove,Hackney,London,"",E8 3HX,WalkUpBlock
76-81 Wilton Estate  Wilton Estate,Greenwood Road,Hackney,London,E8 1BD,WalkUpBlock
1-20 Foxglove Court  Seven Sisters Road,Hackney,London,"",N4 2HG,HighRiseBlock
1-12 St Brelades Court  De Beauvoir Estate,Hackney,London,"",N1 5TW,LowRiseBlock
25-36 Bridge House  Shepherds Lane,Hackney,London,"",E9 6JL,LowRiseBlock
1-15 Arden Estate,Hackney,London,"",N1 6QD,WalkUpBlock
7 Chestnut Close Plus 49-51 Odd Lordship Road  Lordship Road,Hackney,London,"",N16 0QH,WalkUpBlock
13-20 Melford Court 37 39 Upper Clapton Road,Hackney,London,"",E5 8AZ,WalkUpBlock
1-10 Faircroft *DELETED* 37 St Andrews Grove,Hackney,London,"",N16 5NJ,WalkUpBlock
3 Linscott Road,Hackney,London,"",E5 0RD,WalkUpBlock
College Close (1-10)  College Close,Hackney,London,"",E9 6ER,Block
73-90 Banister House  Homerton High Street,Hackney,London,"",E9 6BJ,LowRiseBlock
1-46 Barrie House  Albion Road,Hackney,London,"",N16 0TX,LowRiseBlock
50-54 EVEN Mundford Road,Hackney,London,"",E5 9PP,WalkUpBlock
1-24 Daniell House Cranston Estate,Hackney,London,"",N1 5EH,LowRiseBlock
FLAT 5 BLUEBELL APARTMENTS  Swan Lane,Hackney,London,"",N4 2GZ,Block
9 Mehetabel Road,Hackney,London,"",E9 6DU,Block
141-148 The Beckers  Rectory Road,Hackney,London,"",N16 7QT,WalkUpBlock
34-57 Somerford Grove Estate,Hackney,London,"",N16 7TJ,WalkUpBlock
FLAT 48 MAPLEWOOD APARTMENTS  Katherine Close,Woodberry Grove,London,"",N4 1FP,Block
17 Moresby Road,Hackney,London,"",E5 9LE,WalkUpBlock
103 Middleton Road,Hackney,London,"",E8 4LN,WalkUpBlock
1-42 Patten House  Green Lanes,Hackney,London,"",N4 2NY,HighRiseBlock
11 Sigdon Road,Hackney,London,"",E8 1AP,WalkUpBlock
75-83 ODD Brougham Road,Hackney,London,"",E8 4PB,WalkUpBlock
71-86 Morland Estate  Morland Estate,Richmond Road,Hackney,London,E8 3HL,WalkUpBlock
1-18 plus one commercial unit Great Eastern Buildings  Reading Lane,Hackney,London,"",E8 1FR,Block
Malpas Road (41-59 Odd) DELETE? Malpas Road,Hackney,London,"",E8 1NA,Block
1-14 Wilding House  Wick Road,Hackney,London,"",E9 5AU,WalkUpBlock
1-6 Popham Court 42 Nevill Road,Hackney,LONDON,"",N16 8SG,WalkUpBlock
1-52 Loddiges House  Loddiges Road,Hackney,London,"",E9 7PJ,HighRiseBlock
1-5 Rivington Walk,Hackney,London,"",E8 4JT,Block
58-78 Garnham Close,Smalley Road Estate,Hackney,London,N16 7LF,WalkUpBlock
Victoria Park Road (15.34.165) DELETE? Victoria Park Road,Hackney,London,"",E9 7NB,Block
Clift House 64-67  Colville Street Colvillle Estate,Hackney,London,"",N1 5FN,Block
Caldecott Way (30-38 Even) DELETE? Caldecott Way,Hackney,LONDON,"",E5 0DB,Block
13-48 Broad Common Estate  Broad Common Estate,Osbaldeston Road,Hackney,London,N16 6NB,WalkUpBlock
3-13 ODD Fassett Road,Hackney,London,"",E8 1PA,WalkUpBlock
150-155 Fawcett Estate  Fawcett Estate,Clapton Common,Hackney,London,E5 9DQ,WalkUpBlock
12-14 Even Detmold Road Plus 1-4 Harleston Close 1-4 Harleston Close,Hackney,London,"",E5 9NH,WalkUpBlock
112 Shakspeare Walk,Hackney,London,"",N16 8TA,WalkUpBlock
30 Bodney Road,Hackney,London,"",E8 1AY,WalkUpBlock
22-36 EVEN Glenarm Road,Hackney,London,"",E5 0LZ,WalkUpBlock
FLAT 22 HORNBEAM APARTMENTS  Hornbeam Apartments,Seven Sisters Road,London,"",N4 1JU,Block
173 Victoria Park Road,Hackney,London,"",E9 7JN,WalkUpBlock
Lyneham Walk (24-44 Even) DELETE? Lyneham Walk,Hackney,LONDON,"",E5 0HX,Block
9-16 Muscott House  Whiston Road,Hackney,LONDON,"",E2 8RZ,WalkUpBlock
1-104 Orwell Court  Pownall Road,Hackney,London,"",E8 4PS,LowRiseBlock
7-11 ODD Dudlington Road,Hackney,London,"",E5 9PL,WalkUpBlock
1-6 Lelitia Close,Hackney,London,"",E8 4SN,Block
Hassett Road (44-52 Even) DELETE? Hassett Road,Hackney,London,"",E9 5SN,Block
99 Median Road,Hackney,London,"",E5 0PN,WalkUpBlock
48-55 Summit Estate,Portland Avenue,Hackney,London,N16 6EU,WalkUpBlock
17-32 Charlton Court  Thurtle Road,Hackney,LONDON,"",E2 8LU,WalkUpBlock
9-16 Cropley Court  Cropley Street,Hackney,London,"",N1 7PB,WalkUpBlock
1-8 Oakfield Lodge 37 Kenninghall Road,Hackney,London,"",E5 8BT,LowRiseBlock
19-24 Lister Court  Yoakley Road,Hackney,London,"",N16 0BE,HighRiseBlock
71 Parkholme Road,Hackney,London,"",E8 3AQ,WalkUpBlock
Walton Close (10-15) DELETE? Walton Close,Millfields Estate,Hackney,LONDON,E5 0BZ,WalkUpBlock
19-27 Framlingham Close,Hackney,London,"",E5 9PR,WalkUpBlock
1-23 Morriss House  Warwick Grove,Hackney,London,"",E5 9HY,LowRiseBlock
Sandringham Road (144-152 Even DELETE? Sandringham Road,Hackney,London,"",E8 2LP,Block
37-42 Ickburgh Estate  Ickburgh Estate,Upper Clapton Road,Hackney,London,E5 8AE,WalkUpBlock
60 Benthal Road,Hackney,London,"",N16 7DA,WalkUpBlock
13-23 ODD Orpen Walk,Hackney,London,"",N16 8HG,WalkUpBlock
33-51 Buckland Court  St Johns Estate,Hackney,London,"",N1 5JJ,LowRiseBlock
1-24 Leet Court  Milton Grove,Hackney,London,"",N16 8QS,WalkUpBlock
183-188 Fawcett Estate  Fawcett Estate,Clapton Common,Hackney,London,E5 9DQ,WalkUpBlock
2-12 EVEN Canal Path,Hackney,LONDON,"",E2 8BS,WalkUpBlock
39-44 Evelyn Court  Evelyn Walk,Hackney,London,"",N1 7PJ,WalkUpBlock
1-3 Magnin Close plus 2-6 EVEN Wilde Close  Magnin Close,Hackney,London,"",E8 4LF,Block
9 April Street,Hackney,London,"",E8 2EF,Block
1-18 Salk House  Green Lanes,Hackney,London,"",N4 2ET,WalkUpBlock
59-74 Rochford Walk,Hackney,London,"",E8 3HQ,WalkUpBlock
43-58 Rochford Walk,Hackney,London,"",E8 3HQ,WalkUpBlock
1-42 Marie Lloyd House  Murray Grove,Hackney,London,"",N1 7PU,HighRiseBlock
151-161 ODD Mildenhall Road,Hackney,London,"",E5 0RY,WalkUpBlock
7-25 ODD Trowbridge Road,Hackney,London,"",E9 5LD,WalkUpBlock
1-24 Bridge House  Shepherds Lane,Hackney,London,"",E9 6JL,LowRiseBlock
3 Chestnut Close Plus 33-35 Odd Lordship Road  Lordship Road,Hackney,London,"",N16 0QH,WalkUpBlock
25-28 Feldman Close,Hackney,London,"",N16 6QG,WalkUpBlock
123-128 Parkside Estate  Parkside Estate,Rutland Road,Hackney,London,E9 7LA,WalkUpBlock
9 Chestnut Close Plus 3-4 Juniper Court 1 Grazebrook Road,Hackney,London,"",N16 0HZ,WalkUpBlock
2 Southgate Grove,Hackney,London,"",N1 5BT,WalkUpBlock
17-22 & 25-30 Priory Court  Brooksbys Walk,Hackney,London,"",E9 6DG,WalkUpBlock
12 Dunsmure Road,Hackney,London,"",N16 5PW,WalkUpBlock
FLAT 19 BERRYSIDE APARTMENTS  SWAN LANE,HACKNEY,LONDON,"",N4 2GY,Block
Welford Close (7-13) DELETE? Welford Close,Hackney,LONDON,"",E5 0DL,Block
Thornbury Close (27-30) DELETE? Thornbury Close,Hackney,London,"",N16 8UX,WalkUpBlock
59-70 Fields Estate  Fields Estate,Lansdowne Drive,Hackney,London,E8 4LS,WalkUpBlock
1-11 ODD Orpen Walk,Hackney,London,"",N16 8HG,WalkUpBlock
232-280 Wrens Park House  Warwick Grove,Hackney,London,"",E5 9LP,LowRiseBlock
21-31 ODD Abersham Road,Hackney,London,"",E8 2LN,WalkUpBlock
King Edwards Road (25-33a B C) DELETE? King Edwards Road,Hackney,London,"",E9 7SF,Block
13-35 ODD & 69-91 ODD Broke Walk,Hackney,London,"",E8 4SH,WalkUpBlock
29-32 Moreton Close,Hackney,London,"",E5 9EP,WalkUpBlock
1-16 Northchurch House  Whiston Road,Hackney,LONDON,"",E2 8SQ,WalkUpBlock
Bletsoe Walk (16-23) DELETE? Bletsoe Walk,Hackney,London,"",N1 7HZ,Block
1-16 Malcolm House  Arden Estate,Hackney,London,"",N1 6PN,LowRiseBlock
127-186 Trelawney Estate  Trelawney Estate,Paragon Road,Hackney,London,E9 6PQ,HighRiseBlock
97 Benthal Road,Hackney,London,"",N16 7AP,WalkUpBlock
16-30 Marshall House  Cranston Estate,Hackney,London,"",N1 6TX,HighRiseBlock
"208-210 a,b,c Haggerston Road",Hackney,London,"",E8 4JA,WalkUpBlock
1-18 Belgrade House  Belgrade Road,Hackney,London,"",N16 8DQ,WalkUpBlock
Meadow Close (2.3.5.6-23 Con) DELETE? Meadow Close,Hackney,London,"",E9 5NZ,Block
31-33 Odd & 41-43 Odd & 51-53 Odd & 59-61 Odd Shannon Court  Dynevor Road,Hackney,London,"",N16 0DB,WalkUpBlock
199-210 Fellows Court  Weymouth Terrace,Hackney,LONDON,"",E2 8LQ,WalkUpBlock
118-124 EVEN Blurton Road,Hackney,London,"",E5 0NH,WalkUpBlock
21-60 Anderson Road,Hackney,London,"",E9 6HH,HighRiseBlock
13-16 Moreton Close,Hackney,London,"",E5 9EP,WalkUpBlock
63-162 Fellows Court  Weymouth Terrace,Hackney,LONDON,"",E2 8LN,HighRiseBlock
1-12 Rotheley House 2 Balcorne Street,Hackney,London,"",E9 7JW,LowRiseBlock
Trelawney Estate (1-12) DELETE? Trelawney Estate,Paragon Road,Hackney,London,E9 6NS,Block
172-191 Nisbet House  Homerton High Street,Hackney,London,"",E9 5SA,LowRiseBlock
20-22 Chestnut Close,Hackney,London,"",N16 0QF,WalkUpBlock
25-103 ODD Rowley Gardens,Hackney,London,"",N4 1HH,HighRiseBlock
8 Chestnut Close Plus 1-2 Juniper Court 1 Grazebrook Road,Hackney,London,"",N16 0HZ,WalkUpBlock
3-4 & 8-10 & 14-16 & 20-22 Acacia House  Lordship Road,Hackney,LONDON,"",N16 0PX,LowRiseBlock
138-156 EVEN Shepherdess Walk,Hackney,London,"",N1 7JJ,WalkUpBlock
3-8 Framlingham Close,Hackney,London,"",E5 9PR,WalkUpBlock
Clifden Road (106.111.118) DELETE? Clifden Road,Hackney,London,"",E5 0LQ,Block
18-34 EVEN Almack Road,Hackney,London,"",E5 0RL,WalkUpBlock
64-75 Wilton Estate  Wilton Estate,Greenwood Road,Hackney,London,E8 1BD,WalkUpBlock
132 *Delete* Albion Road,Hackney,London,"",N16 9PA,WalkUpBlock
26-32 EVEN Forest Grove,Hackney,London,"",E8 3HX,WalkUpBlock
19-30 Dean Close,Hackney,London,"",E9 6ES,Block
148 Bethune Road,Hackney,London,"",N16 5DS,WalkUpBlock
64-75 Somerford Grove Estate,Hackney,London,"",N16 7TN,WalkUpBlock
Yorkshire Close (43-59 Odd) DELETE? Yorkshire Close,Hackney,London,"",N16 8EU,Block
1-96 Banbury House  Banbury Road,Hackney,London,"",E9 7EB,LowRiseBlock
34-37 Somerford Grove Estate,Hackney,London,"",N16 7TJ,WalkUpBlock
1-75 Longford Court  Pedro Street,Hackney,LONDON,"",E5 0BG,LowRiseBlock
1-16 Blackwell Close,Hackney,London,"",E5 0TA,Block
31-36 Alford Court  Shepherdess Walk,Hackney,London,"",N1 7JW,WalkUpBlock
Pendas Mead (8-10) DELETE? Pendas Mead,Lindisfarne Way,Hackney,London,E9 5PX,Block
FLAT 65 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
1-35 Hunsdon House  Brooke Road,Hackney,London,"",E5 8AT,LowRiseBlock
1-24 Girling House  Colville Estate,Hackney,London,"",N1 5NN,WalkUpBlock
21 King Edwards Road,Hackney,London,"",E9 7SF,Block
FLAT 34 HORNBEAM APARTMENTS  Hornbeam Apartments,Seven Sisters Road,London,"",N4 1JU,Block
107 Amhurst Road,Hackney,London,"",E8 2AN,WalkUpBlock
1-16 Monteagle Court  Geffrye Estate,Hackney,London,"",N1 6RJ,WalkUpBlock
5-9 ODD Sewdley Street,Hackney,LONDON,"",E5 0AX,WalkUpBlock
8-18 EVEN Malpas Road,Hackney,London,"",E8 1NA,WalkUpBlock
96 Nightingale Road,Hackney,London,"",E5 8NB,WalkUpBlock
1-24 Lakeside Court  Green Lanes,Hackney,London,"",N4 2LL,LowRiseBlock
Kings Crescent Block DZ1 261 Green Lanes,Hackney,London,"",N4 2UX,Block
85 Benthal Road,Hackney,London,"",N16 7AP,WalkUpBlock
FLAT 34 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
1-90 Portelet Court  De Beauvoir Estate,Hackney,London,"",N1 5TL,HighRiseBlock
FLAT 17 HORNBEAM APARTMENTS  Hornbeam Apartments,Seven Sisters Road,London,"",N4 1JU,Block
9-16 Moreton Close,Hackney,London,"",E5 9EP,WalkUpBlock
"Vanner Pt, Hensley Pt, Ravenscroft Pt, Heathcote Pt  Wick Road",Hackney,London,"",E9 5AX,Block
Bradstock Road (14-32 Even) DELETE? Bradstock Road,Hackney,London,"",E9 5BG,Block
45-64 Evelyn Court  Evelyn Walk,Hackney,London,"",N1 7PS,HighRiseBlock
27-32 Pond Farm Estate,Hackney,LONDON,"",E5 0AA,WalkUpBlock
1-28 Rhodes House  Provost Estate,Hackney,London,"",N1 7NL,WalkUpBlock
138 Roding Road,Hackney,LONDON,"",E5 0DS,WalkUpBlock
1-35 Falstaff House  Arden Estate,Hackney,London,"",N1 6PP,LowRiseBlock
25-88 Cropley Court  Cavendish Street,Hackney,London,"",N1 7HG,HighRiseBlock
37-45 Priestley Close,Hackney,London,"",N16 6SJ,WalkUpBlock
13-18 Crofts House  Teale Street,Hackney,LONDON,"",E2 8RB,WalkUpBlock
1-3 Langford Close,Hackney,London,"",E8 2JW,WalkUpBlock
1-36 Wharfdale Court 189 Rushmore Road,Hackney,LONDON,"",E5 0HP,HighRiseBlock
11 Gunstor Road,Hackney,London,"",N16 8HF,Block
11-20 Gurney House  Goldsmiths Row,Hackney,LONDON,"",E2 8QX,LowRiseBlock
1-14 Portland Court  St Peters Way,Hackney,LONDON,"",N1 4SH,WalkUpBlock
76-87 Wilton Estate  Wilton Estate,Greenwood Road,Hackney,London,E8 1BD,WalkUpBlock
84 Lenthall Road,Hackney,London,"",E8 3JN,WalkUpBlock
2-32 Even Shannon Court  Dynevor Road,Hackney,London,"",N16 0DB,WalkUpBlock
FLAT 38 MAPLEWOOD APARTMENTS  Katherine Close,Woodberry Grove,London,"",N4 1FP,Block
1-7 Odd Harriet Close,Hackney,London,"",E8 4NP,Block
Sandringham Road (86-100a Even DELETE? Sandringham Road,Hackney,London,"",E8 2HJ,Block
Blakeney Close (19-21) DELETE? Blakeney Close,Hackney,London,"",E8 2HQ,WalkUpBlock
FLAT 52 MAPLEWOOD APARTMENTS  Katherine Close,Woodberry Grove,London,"",N4 1FP,Block
1-17 ODD Jeger Avenue,Hackney,LONDON,"",E2 8BX,WalkUpBlock
358 Queensbridge Road,Hackney,LONDON,"",E8 3AR,WalkUpBlock
12 Sanford Terrace,Hackney,London,"",N16 7LH,WalkUpBlock
16-21 Mapledene Estate  Mapledene Estate,Mapledene Road,Hackney,London,E8 3LN,WalkUpBlock
FLAT 29 MAPLEWOOD APARTMENTS  Katherine Close,Woodberry Grove,London,"",N4 1FP,Block
51 Forburg Road,Hackney,London,"",N16 6HR,WalkUpBlock
3-33 ODD Mead Place,Hackney,London,"",E9 6SH,WalkUpBlock
86-110 Wrens Park House  Warwick Grove,Hackney,London,"",E5 9LW,LowRiseBlock
101-124 The Beckers  Rectory Road,Hackney,London,"",N16 7QT,WalkUpBlock
61-82 Joseph Court  Amhurst Park,Hackney,London,"",N16 5AJ,HighRiseBlock
10 Sanford Terrace,Hackney,London,"",N16 7LH,WalkUpBlock
Selsea Place (13-17) DELETE? Selsea Place,Hackney,London,"",N16 8HY,WalkUpBlock
Upper Clapton Road (50.54) DELETE? Upper Clapton Road,Hackney,London,"",E5 9JP,WalkUpBlock
35-39 ODD Marlborough Avenue plus 6-8 Johnson Close  Marlborough Avenue,Hackney,London,"",E8 4JP,Block
1-30 Halstead Court 4 Murray Grove,Hackney,London,"",N1 7QF,LowRiseBlock
1-8 Lulworth Court  St Peters Way,Hackney,London,"",N1 4SE,WalkUpBlock
16 Princess Crescent,Hackney,London,"",N4 2HJ,WalkUpBlock
42 Benthal Road,Hackney,London,"",N16 7BX,WalkUpBlock
177-182 Fawcett Estate  Fawcett Estate,Clapton Common,Hackney,London,E5 9DQ,WalkUpBlock
1-3 Orient Way,Hackney,LONDON,"",E5 0DJ,WalkUpBlock
33-35 Odd Southwold Road Plus 1-4 Halesworth Close  Halesworth Close,Hackney,London,"",E5 9PW,WalkUpBlock
1-18 Defoe House  Defoe Road,Hackney,London,"",N16 0EJ,WalkUpBlock
76 Benthal Road,Hackney,London,"",N16 7DA,WalkUpBlock
FLAT 24 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
9-16 & 32-39 Ashbourne Court 137 Daubeney Road,Hackney,LONDON,"",E5 0EJ,WalkUpBlock
13-36 Trelawney Estate  Trelawney Estate,Paragon Road,Hackney,London,E9 6NS,WalkUpBlock
1-8 Cropley Court  Cropley Street,Hackney,London,"",N1 7PB,WalkUpBlock
1-35 Fulke House  Brooke Road,Hackney,London,"",E5 8AX,LowRiseBlock
Meynell Gardens (11.12) DELETE? Meynell Gardens,Hackney,London,"",E9 7AT,Block
1-2 *Delmolished* Burtley Close,Hackney,London,"",N4 2NS,WalkUpBlock
1-26 Cullum Welch Court  Haberdasher Street,Hackney,London,"",N1 6BZ,WalkUpBlock
18-20 Inver Close Plus 22-32 Even Mount Pleasant Hill  Mount Pleasant Hill,Hackney,London,"",E5 9NF,WalkUpBlock
FLAT 38 BERRYSIDE APARTMENTS  SWAN LANE,HACKNEY,LONDON,"",N4 2GY,Block
23-42 Rochford Walk,Blackstone Estate,Hackney,London,E8 3HG,WalkUpBlock
1-28 Trafford House  Cranston Estate,Hackney,London,"",N1 6TJ,HighRiseBlock
37-54 Royal Oak Court  Pitfield Street,Hackney,London,"",N1 6EL,LowRiseBlock
Evans Close (4 & 5) DELETE? Evans Close,Hackney,London,"",E8 3TD,Block
1-9 Tynte Court 65 Mabley Street,Hackney,London,"",E9 5RU,WalkUpBlock
1-44 Regents Court  Pownall Road,Hackney,London,"",E8 4QD,HighRiseBlock
50-73 Hemsworth Court  Hobbs Place Estate,Hackney,London,"",N1 5LA,WalkUpBlock
8-20 EVEN Wilde Close plus 10-12 Magnin Close  Wilde Close,Hackney,London,"",E8 4JS,Block
47-57 ODD Victorian Grove,Hackney,London,"",N16 8EJ,WalkUpBlock
1-6 Hopwood Walk,Hackney,London,"",E8 3HF,Block
Crosby Walk (8-15) DELETE? Crosby Walk,Hackney,London,"",E8 3DW,Block
211-298 Fellows Court  Weymouth Terrace,Hackney,LONDON,"",E2 8LJ,LowRiseBlock
Oriel Road (17-23 Odd) DELETE? Oriel Road,Hackney,London,"",E9 5SG,Block
11-20 Courtauld House  Goldsmiths Row,Hackney,LONDON,"",E2 8QT,LowRiseBlock
25-47 Marcon Court  Amhurst Road,Hackney,London,"",E8 1LN,HighRiseBlock
1-10 Ledo House  Green Lanes,Hackney,London,"",N16 9DS,WalkUpBlock
75-83 Odd Pownall Road,Hackney,London,"",E8 4JY,Block
29-39 ODD Ferncliff Road,Hackney,London,"",E8 2HX,WalkUpBlock
1-40 Chaucer Court  Milton Gardens Estate,Hackney,London,"",N16 8TS,HighRiseBlock
FLAT 45 HORNBEAM APARTMENTS  Hornbeam Apartments,Seven Sisters Road,London,"",N4 1JU,Block
24 Evering Road,Hackney,London,"",N16 7QJ,WalkUpBlock
25-30 Humberton Close Plus 1-3 Castle Close  Castle Close,Hackney,London,"",E9 5TN,WalkUpBlock
239-335 ODD Lordship Road,Hackney,London,"",N16 5HG,HighRiseBlock
Oswalds Mead (17-22) DELETE? Oswalds Mead,Hackney,London,"",E9 5PZ,Block
13-37 Keir Hardie Estate  Keir Hardie Estate,Springfield,Hackney,LONDON,E5 9AT,LowRiseBlock
165-172 Crondall Court  St Johns Estate,Hackney,London,"",N1 6JN,WalkUpBlock
10-18 Chatsworth Estate  Chatsworth Estate,Elderfield Road,Hackney,LONDON,E5 0BA,WalkUpBlock
75-81 Marcon Court  Amhurst Road,Hackney,London,"",E8 1LW,WalkUpBlock
1-30 Wimbourne Court  Wimbourne Street,Hackney,London,"",N1 7HB,LowRiseBlock
37-48 Kingsgate Estate  Kingsgate Estate,Tottenham Road,Hackney,London,N1 4DD,WalkUpBlock
17-32 Burtonwood House  Woodberry Down Estate,Hackney,London,"",N4 2RX,HighRiseBlock
FLAT 35 BLUEBELL APARTMENTS  Swan Lane,Hackney,London,"",N4 2GZ,Block
45-172 Crondall Court  St Johns Estate,Hackney,London,"",N1 6TZ,HighRiseBlock
53-98 Nye Bevan Estate,Hackney,LONDON,"",E5 0AQ,HighRiseBlock
Mandeville Street (7-13 Odd) DELETE? Mandeville Street,Hackney,LONDON,"",E5 0DQ,Block
Silkmills Square (2-11con 13 DELETE? Silkmills Square,Hackney,London,"",E9 5NX,Block
1-14 Sundridge House  Church Crescent,Hackney,LONDON,"",E9 7DN,WalkUpBlock
66-81 Marcon Court  Amhurst Road,Hackney,London,"",E8 1LN,WalkUpBlock
Coniston Walk (1-8) DELETE? Coniston Walk,Hackney,London,"",E9 6EP,Block
1-23 ODD Orpen Walk,Hackney,London,"",N16 8HG,WalkUpBlock
1-44 Hugh Gaitskell House  Stamford Hill,Hackney,London,"",N16 5TT,HighRiseBlock
67 Mortimer Road,Hackney,London,"",N1 5AR,WalkUpBlock
1-8 Hatton Court 1 Gilpin Road,Hackney,LONDON,"",E5 0HH,WalkUpBlock
88 Brooke Road,Hackney,London,"",N16 7RU,WalkUpBlock
1-40 Queensbridge Court  Queensbridge Road,Hackney,LONDON,"",E2 8PG,LowRiseBlock
1-13 Cottage Walk,Hackney,London,"",N16 7LA,Block
1-8 Bransby House  Green Lanes,Hackney,London,"",N4 2NX,LowRiseBlock
1-28 Derby Court 2 Overbury Street,Hackney,London,"",E5 0TE,WalkUpBlock
71 Eleanor Road (north),Hackney,London,"",E8 1DN,WalkUpBlock
25-29 ODD Southwold Road,Hackney,London,"",E5 9PT,WalkUpBlock
1-18 Shaftesbury Street,Hackney,London,"",N1 7HR,WalkUpBlock
22-49 St Martins Court  De Beauvoir Estate,Hackney,London,"",N1 5TD,LowRiseBlock
8 Wilderton Road,Hackney,London,"",N16 5QZ,WalkUpBlock
112-122 EVEN Mabley Street,Hackney,London,"",E9 5RL,WalkUpBlock
Holcroft Road (2-16 Even) DELETE? Holcroft Road,Hackney,London,"",E9 7BA,Block
9-20 Kinder House  Cranston Estate,Hackney,London,"",N1 5EJ,LowRiseBlock
A-F Moat House 17 Windsor Wharf,Hackney,London,"",E9 5NY,WalkUpBlock
17-24 Lakeside Court  Green Lanes,Hackney,London,"",N4 2LL,LowRiseBlock
27-28 Kirkland Walk Plus 50-56 Even Beechwood Road  Beechwood Road,Hackney,London,"",E8 3DY,WalkUpBlock
19-25 ODD Walsingham Road,Hackney,London,"",E5 8NE,WalkUpBlock
1-2 Nursery Lane,Hackney,LONDON,"",E2 8BT,Block
85-87 ODD Elderfield Road,Hackney,LONDON,"",E5 0LE,WalkUpBlock
1-13 Wrens Park House  Warwick Grove,Hackney,London,"",E5 9LL,LowRiseBlock
1-2 & 6-9 Aldeburgh Close,Hackney,London,"",E5 9PZ,WalkUpBlock
1-72 Thaxted Court 2 Murray Grove,Hackney,London,"",N1 7QQ,HighRiseBlock
FLAT 33 BLUEBELL APARTMENTS  Swan Lane,Hackney,London,"",N4 2GZ,Block
1-12 Offley House  Berger Road,Hackney,London,"",E9 6HQ,WalkUpBlock
1-22 Acacia House  Lordship Road,Hackney,LONDON,"",N16 0PX,LowRiseBlock
150 Evering Road,Hackney,London,"",N16 7BD,WalkUpBlock
26-30 EVEN Shrubland Road,Hackney,London,"",E8 4NN,WalkUpBlock
91-100 Sylvia Court  Cavendish Street,Hackney,London,"",N1 7PH,WalkUpBlock
1-16 Pendley House  Whiston Road,Hackney,LONDON,"",E2 8SF,WalkUpBlock
1-12 Poole Court  St Peters Way,Hackney,London,"",N1 4SG,WalkUpBlock
103-127 Geffrye Court  Geffrye Estate,Hackney,London,"",N1 6RP,WalkUpBlock
1-7 ODD Adley Street,Hackney,LONDON,"",E5 0DY,WalkUpBlock
1-24 Heatherley Court  Evering Road,Hackney,London,"",N16 7SN,WalkUpBlock
Carlisle Walk (16-21) DELETE? Carlisle Walk,Hackney,London,"",E8 3SX,Block
18 Seal Street,Hackney,London,"",E8 2EE,WalkUpBlock
32-75 Longford Court  Pedro Street,Hackney,LONDON,"",E5 0BG,LowRiseBlock
Caldecott Way (26-28 Even) DELETE? Caldecott Way,Hackney,LONDON,"",E5 0DB,Block
1-24 Mellington Court  Benthal Road,Hackney,London,"",N16 7ST,WalkUpBlock
45-88 Stanway Court  Geffrye Estate,Hackney,London,"",N1 6RY,HighRiseBlock
1-15 Sheldon House  Wick Road,Hackney,London,"",E9 5AD,WalkUpBlock
